Date / Time,City,State,Country,Shape,Duration,Summary,Posted,Images
6/16/22 20:04,Bracebridge,ON,Canada,Cylinder,5 minutes,White Tic Tac Like Object Spotted High in the Sky,6/22/22,
6/16/22 17:42,Lore City,OH,USA,Disk,1 second,filming the lightning during the Tstorm we were having. Later I reviewed the video and at about 4 sec I noticed something cross frames,6/22/22,Yes
6/16/22 07:05,Victoria Harbour,ON,Canada,Triangle,Found anomalies in photos,Only noticed anomalies later while editing photos. I took the photos using my DJI Air 2s drone with an ND index16 filter on the front.,6/22/22,Yes
6/16/22 04:20,Glendale,AZ,USA,Light,20 seconds,Object Moves Quickly Into Space,6/22/22,
6/16/22 01:00,Seattle,WA,USA,Circle,4/5 minutes,Orange light flying from east to west over Belltown in Seattle,6/22/22,Yes
6/15/22 22:15,Bucklin,KS,USA,Rectangle,3 seconds,A bright white looking door that was open,6/22/22,
6/15/22 22:12,Cloverdale,CA,USA,Light,2 minutes,It was flying in a weird zigzag but not completely. More like a wave. And then appeared to fly deeper into space.,6/22/22,
6/15/22 21:00,Huntersville,NC,USA,Light,30 seconds,Flickering green light,6/22/22,
6/15/22 20:51,Troy,MI,USA,Cigar,One minute,"Was flying a drone, saw this way up in the sky",6/22/22,Yes
6/15/22 20:12,McKinney,TX,USA,Formation,3 minutes,3 metallic objects in triangle formation,6/22/22,
6/15/22 14:00,Webster,MA,USA,Other,2 minutes,I saw the shadow of a stealth object,6/22/22,
6/15/22 12:15,Chesapeake,VA,USA,Oval,1 minute i,Shiny craft sighting,6/22/22,
6/15/22 11:00,Unknown,WI,USA,Other,2 minutes,On a flight after finishing annual training. I saw the object hovering in the air and took a picture before out of view.,6/22/22,Yes
6/15/22 02:12,Seattle,WA,USA,Circle,2 minutes,Orange light over Seattle,6/22/22,Yes
6/14/22 23:59,DuBois,PA,USA,Circle,1 minute,Observed a jet flying W to E realized something following it at first looked like a star in the sky it followed jet until disapatintil,6/22/22,
6/14/22 22:08,Bucklin,KS,USA,Cigar,3 seconds,A long gated white light which seem partial cloaked was very massive in size,6/22/22,
6/14/22 21:30,Chewelah,WA,USA,Disk,One minute or less,My 10 year old in the house saw the sky flash white repeatedly and freaked out. My 9 year old outside saw that and the disk in the air.,6/22/22,
6/14/22 20:41,Casper,WY,USA,,Photograph,"Took picture of the sunset, then looked at it on my phone, thought, oh cool, there's a plane contrail .. pulled it up closer to see",6/22/22,Yes
6/14/22 20:35,Guntersville,AL,USA,Light,About 70 minutes,A sphere/ball of light hovering above the water.,6/22/22,Yes
6/14/22 20:00,Grant,MI,USA,Cylinder,6 MINUTES +-,UFO silverish color moving slow to the southwest,6/22/22,
6/14/22 19:57,Fort Walton Beach,FL,USA,Light,,"I took a photo of the storm clouds and noticed the ufo, green lights later. I wasn't aware of it at the time.",6/22/22,Yes
6/14/22 12:28,Stamford,CT,USA,Circle,30 minutes,Space craft above my bedroom window emitted beam of light and alien beings,6/22/22,Yes
6/14/22 00:05,Yonkers,NY,USA,Cone,2 mins.,"Saw 2 spinning things like a tornado but the size of a bird, then a third, pass the moon.",6/22/22,Yes
6/13/22 19:48,Bowling Green,KY,USA,Egg,8 minuets to 10 minuets,2 tic-tac shaped craft chased by a jet,6/22/22,
6/13/22 19:30,Stamford,CT,USA,Circle,4 hours,Space ship the size of a few football fields hovered in one spot,6/22/22,Yes
6/13/22 09:00,Troodos (near),Larnaca District,Cyprus,Unknown,Continued sighting,Hovering object light in colour moving. Other twice as big. Similar but grey in colour. Hovering but not moving,6/22/22,
6/13/22 00:15,Aurora,CO,USA,Rectangle,10-15 seconds,Group of 4-5 white lights that eventually got close enough to see that it was some sort of craft. Almost like a hallway of offices,6/22/22,Yes
6/12/22 22:30,Puyallup,WA,USA,Triangle,5 min,Undulating red & orange light tumbling triangle or pyramid,6/22/22,
6/12/22 22:04,San Francisco,CA,USA,Circle,about 25 seconds,A live camera located on the Embarcadero captured the bright object as it hovered over the Bay Bridge.,6/22/22,
6/12/22 21:53,Sacramento,CA,USA,Light,1-2 seconds,driving on 99 south freeway. fast moving bright light going east to west diagonally,6/22/22,
6/12/22 21:45,Somers,NY,USA,,90 second,We saw a craft with green and red lights that was flying and had a wobbly (back and forth and left and right) flight pattern.,6/22/22,
6/12/22 04:31,Stockton,CA,USA,Circle,Unknown,Circular object that was fixed in the early morning sky over a residential neighborhood.,6/22/22,Yes
6/12/22 02:45,Lucerne Valley,CA,USA,Delta,Couple of seconds,"While floating in my pool, something flew overhead quickly.",6/22/22,
6/12/22 02:40,Cairo,GA,USA,,At least 1 minute 4 sec,a ball of light was detected our security camera but when we went outside to look at it we didnt see anything.,6/22/22,
6/12/22 02:11,Frederick,MD,USA,Cigar,5 seconds,The whole incident lasted about 2-3 seconds; please see the attached video,6/22/22,Yes
6/12/22 02:00,Covington,GA,USA,Circle,,Me and my son been watching UFOs for the past two weeks above our house they come in as late sometimes they look like stars and then,6/22/22,
6/11/22 21:45,Waterbury,CT,USA,Sphere,5-6 seconds,Transparent and round darker then halo of moon.,6/22/22,
6/11/22 20:51,Olathe,KS,USA,Light,12 seconds (recorded),Red in color light appears in clearing storm clouds and moves at high speed.,6/22/22,
6/11/22 20:20,Austin,TX,USA,Circle,5 minutes,Golden ring flew over the house high altitude and disappeared behind the clouds,6/22/22,Yes
6/11/22 18:30,Spanaway,WA,USA,Unknown,30 sec (America),two black dots in sky flying symmetrically and flashing blue at beginning of sighting.,6/22/22,
6/11/22 18:03,Toronto,ON,Canada,Oval,about a minute,It was flying behind a plane thats also in the video ((NUFORC Note: Goodyear blimp?? PD)),6/22/22,Yes
6/11/22 16:30,Haydenville,MA,USA,Egg,20 minutes,initially assumed a jet without contrail but object stopped at about 40 degrees above northern horizon and remained stationary,6/22/22,
6/11/22 13:42,Montgomery,AL,USA,Cylinder,Probably 20-25 mins,"In a telescope it looked like a purplish pink spec, to the eye was black almost spherical",6/22/22,Yes
6/11/22 10:30,Wylie,TX,USA,Unknown,3 mintues,Was looking up to take images of birds when object caught my eye.,6/22/22,Yes
6/11/22 01:42,Pine City,NY,USA,,,MADAR Node 82,6/22/22,
6/11/22 00:44,Stamford,CT,USA,Other,An hour,"Triangle of 3 spheres with image of gray ET, baby boy, and lion/tiger-bear like animal",6/22/22,Yes
6/10/22 22:40,Goodlettsville,TN,USA,Light,2 minutes,Moderately paced moving deep orange light on craft moving East to West,6/22/22,
6/10/22 22:35,Topeka,KS,USA,,Abour 5 min max,Looking east..saw red dotsped south..stopped for about 2 sec..sped back..turned white and disappeared,6/22/22,
6/10/22 22:30,Chico,CA,USA,Star,15 mins,It was moving slowly west. Changing color from red to white. It was also moving up and down,6/22/22,
6/10/22 21:28,Fort Lauderdale,FL,USA,Circle,10 minutes,Three bright lights moving around each other.,6/22/22,Yes
6/10/22 21:12,Neenah,WI,USA,Circle,Not sure,I saw3 lights that appeared to be connected and in a round shape. I took a couple pics from inside the car.,6/22/22,Yes
6/10/22 19:40,Broken Arrow,OK,USA,,,MADAR Node 194,6/22/22,
6/10/22 18:10,Odessa,,USA,Circle,2,Orb like shapes moving all directions and hovering,6/22/22,
6/10/22 15:30,McGaheysville,VA,USA,Other,Just 5 mins bc unaware,"At the time I spotted this unusual flying thing, I thought it was a tiny beetle that hovered and zigzagged sharply like a hummingbird.",6/22/22,
6/10/22 11:59,Columbus,IN,USA,,,MADAR Node 205,6/22/22,
6/10/22 08:34,Los Altos,CA,USA,,,MADAR Node 52,6/22/22,
6/10/22 05:56,Helena,MT,USA,,,MADAR Node 128,6/22/22,
6/10/22 02:30,Assateauge State Park,MD,USA,Light,5 minutes,"Saw 2 stationary very unusually bright lights , above one another turn lights off like a dimmer switch. Center of milky way visually",6/22/22,
6/10/22 01:00,Kingston,WA,USA,Light,15 seconds,Light falling,6/22/22,
6/9/22 23:18,Málaga,Málaga Province,Spain,Light,5 minutes,zigzag Light travelling through night sky,6/22/22,
6/9/22 22:53,San Antonio,TX,USA,Star,30-40 mins,Taking out trash saw a beam,6/22/22,
6/9/22 21:00,White House,TN,USA,Changing,2 hours,Shape/Color changing UFO,6/22/22,Yes
6/9/22 20:21,Georgetown,IN,USA,Triangle,30 Seconds,Hovering Over Military Aircraft,6/22/22,Yes
6/9/22 20:15,Sacramento,CA,USA,Cigar,1-2 minutes,Two 100 long crafty gliding silently in and out of clouds,6/22/22,Yes
6/9/22 12:22,Goose Creek,SC,USA,,,MADAR Node 173,6/22/22,
6/9/22 00:42,Charlton,MA,USA,Sphere,30 min,Large bright sphere splitting into smaller ones and rotating,6/22/22,
6/8/22 23:59,Madison,CT,USA,Circle,15 mins,Saw a light appear from the clouds and watched it until it vanished,6/22/22,Yes
6/8/22 22:26,Castle Rock,CO,USA,Light,3 minutes,Cluster of 5 lights seen on military grade NVGs,6/22/22,
6/8/22 21:01,Montrose,SD,USA,Oval,30 min..,Observrved 2 bright glowing craft steady in sky.,6/22/22,
6/8/22 21:00,Chicago,IL,USA,Other,"All night, weird objects","Weird objects surrounding this kid, he walks every morning, he said God, and the ufo started to pick up 2017, The Other God.Traimon T B",6/22/22,Yes
6/8/22 21:00,Montrose,SD,USA,Oval,30 min,Stationary in sky. Bright almost oval shaped with a long dark center.,6/22/22,
6/8/22 18:23,Lanesboro,MA,USA,Cylinder,20 seconds,White cylindrical object spotted in the Berkshires,6/22/22,
6/8/22 16:57,Hampden,MA,USA,Disk,5 seconds,I got the hint to go video. It shows up at the 1:01 minute mark,6/22/22,
6/8/22 13:07,Glendale,AZ,USA,Chevron,5 seconds,"A large shadow moved over the house. It literally darkened the inside was well, passed across and the power went out for a few seconds",6/22/22,
6/8/22 10:30,Preston,MN,USA,Triangle,10 min. then went inside,"Triangle craft, covered large area around a football field or two, contained three lights with one light more luminous than the others",6/22/22,
6/8/22 08:47,Santa Claus,IN,USA,,,MADAR Node 114,6/22/22,
6/8/22 05:46,Eads,TN,USA,,,MADAR Node 32,6/22/22,
6/8/22 05:27,Pickerington,,USA,Light,,bright round lights,6/22/22,
6/8/22 02:00,Trenton,KY,USA,Light,20 seconds,Lights in an otherwise empty field,6/22/22,Yes
6/8/22 01:27,Exeter,CA,USA,,Previous report,Basically it was hey some guy who isn't me but heres where or how a government plays it as it didn't happen.,6/22/22,Yes
6/7/22 22:45,Charlotte,NC,USA,Teardrop,4min,"Sitting on rooftop of office saw objecting flying slow over the city, once it got outside the city it lowered down.",6/22/22,
6/7/22 22:10,Scarborough,ON,Canada,Circle,10 seconds,2 objects flying together a high rate of speed,6/22/22,
6/7/22 21:03,Cambridge,Cambridgeshire,United Kingdom,Changing,2 minutes,I was taking photos of the sky when i noticed a an object brighter than a star moving across the sky and changing directions.,6/22/22,Yes
6/7/22 20:41,Casper,WY,USA,Sphere,Photograph,"Took picture of the sunset, then looked at it on my phone, thought, oh cool, there's a plane contrail .. pulled it up closer to see",6/22/22,Yes
6/7/22 18:34,Old Forge,PA,USA,Other,10 seconds or so.,Round white orb,6/22/22,
6/7/22 15:09,Windham,OH,USA,,,MADAR Node 55,6/22/22,
6/7/22 12:07,Newburgh,IN,USA,,,MADAR Node 142,6/22/22,
6/7/22 03:16,Douglas,ON,Canada,Disk,30 min or more,It had a blinking light as bright as lightening,6/22/22,
6/6/22 21:30,TRUSSVILLE,AL,USA,Light,8-10 seconds,Three lights moving across the sky,6/22/22,
6/6/22 21:30,kotdwara,Uttarakhand,India,Other,10 sec,"Hazy night sky - two circular lights very dim lights visible bcz of haze , main body was invisible ,skateboard shaped i assumed",6/22/22,Yes
6/6/22 20:45,New Port Richey,FL,USA,Cigar,,Taking pictures of clouds I took 4 photos and this one appeared,6/22/22,Yes
6/6/22 20:45,Tucson,AZ,USA,Light,10-11 minutes,"Three ""aircraft type"" flashing craft units, flying south to north, with no sound, as we faced to the western sky.",6/22/22,
6/6/22 20:00,Albuquerque,NM,USA,,32 seconds,Lights in the sky that did not resemble a normal pattern,6/22/22,
6/6/22 11:06,Sacramento,CA,USA,Disk,4 seconds,Disc-shaped object moves at high speed at high elevation in the day time.,6/22/22,
6/6/22 10:23,Fort Myers,FL,USA,Light,A good 1 minute and 30+se,Came and disappeared after staring at it and trying to remember where I have seen it which was on the news about ufo.,6/22/22,
6/6/22 06:25,Mosheim,TN,USA,Other,10 seconds,I was outside and saw a blue light in the sky,6/22/22,
6/6/22 00:21,Poole,,United Kingdom,Light,1 minute,Same star like light flying through sky,6/22/22,
6/5/22 23:30,Poole,,United Kingdom,Light,1 minute1st 2mins2nd,Light that looked exactly like a star flying through the sky,6/22/22,
6/5/22 23:11,STAMFORD,CT,USA,Sphere,More than an hour,Sphere like saucer projecting images of alien face,6/22/22,Yes
6/5/22 21:54,Cabo San Lucas,,Mexico,Formation,One snapshot of the photo,UFO siting appeared while taking pictures of the scenery from rooftop of hotel,6/22/22,Yes
6/5/22 21:35,San Roque,Andalusia,Spain,Unknown,Milliseconds,Saw in an iPhone live photo,6/22/22,Yes
6/5/22 21:30,Burbank,CA,USA,Oval,1-2 minutes,Black circling low flying craft,6/22/22,
6/5/22 21:00,Palmdale,CA,USA,Unknown,a few minutes,The view through a reflector telescope was oddly obscured/blocked while pointed to the open sky in the vicinity of the star Regulus,6/22/22,
6/5/22 20:20,Raleigh,NC,USA,Unknown,1-3 seconds,Shiny contrail-less craft following jet airliner,6/22/22,Yes
6/5/22 19:40,Sydney,New South Wales,Australia,Formation,15 seconds,Was not looking for anything just taking in the bins,6/22/22,Yes
6/5/22 19:17,Fountain,NC,USA,Circle,From sunset to sunrise,"This is for the post in Lexington, you're not alone",6/22/22,
6/5/22 19:00,San Diego,CA,USA,Other,15 minutes,"Saw a jet black, seahorse shaped craft hovering about 1-2000 feet above San Diego international airport from a boat on the bay.",6/22/22,
6/5/22 19:00,Scottsdale,AZ,USA,Triangle,1 minute,Two triangle drone looking aircraft with blue lights,6/22/22,
6/5/22 17:22,St Petersburg,FL,USA,Disk,8 mins,Saw a bright white multi-directionally object moving in same vicinity.,6/22/22,Yes
6/5/22 15:00,Boca Raton,FL,USA,Sphere,30 min,"We have seen these objects numerous times, sometimes multiple objects.",6/22/22,Yes
6/5/22 15:00,Redlands,CA,USA,,5 min,7 spherical UFOs with lights heading in north direction,6/22/22,Yes
6/5/22 11:40,Visible from Dulles/Sterling high in the sky,VA,USA,Oval,3 to 5 minutes,Oval shaped white object high in the sky moving in a strait line,6/22/22,
6/5/22 10:05,Fairport,NY,USA,Circle,Unknown,Multiple unkniwn objects in the sky.,6/22/22,Yes
6/5/22 08:49,Oklahoma City,OK,USA,Light,5 seconds,Thought its reflection or something but I played it slowly multiple times and enlarged the video - it may be something else.,6/22/22,
6/5/22 06:19,Cabramatta,New South Wales,Australia,Light,10 minutes,Saw moving objects and then disappeared,6/22/22,
6/5/22 03:58,Merrimack,NH,USA,Changing,2 minutes,I have UFOs. This is just 2 minutes. On 2 separate days in a week,6/22/22,
6/5/22 02:19,Peekskill,NY,USA,Light,Ten minutes,Sighted moving between Carmel and Ossining.,6/22/22,
6/5/22 02:00,"Cold Bluff, Alabama",AL,USA,Changing,Unbleiveabla,Terrifying,6/22/22,
6/5/22 01:30,Myrtle Beach,SC,USA,Triangle,Every night since,I am watching the same 3 crafts form a triangle above my apartment every night. One over the ocean.,6/22/22,
6/4/22 23:10,Ajax,ON,Canada,,,MADAR Node 41,6/22/22,
6/4/22 23:03,Tunkhannock,PA,USA,Circle,25,Looking a crescent moon and a weird shaped appeared.,6/22/22,
6/4/22 22:45,Union,SC,USA,Triangle,3-5 minutes,Observed a single light not blinking with a Silhouette black that appeared to be in the shape of a Triangle,6/22/22,
6/4/22 22:33,Seoul,Seoul,South Korea,Circle,About 2 hours,"For about two to three hours, objects that emit blue and red lights in the sky were moving slowly side to side and stayed stagnant.",6/22/22,Yes
6/4/22 21:04,Killeen,TX,USA,Changing,8,Tic Tac Tube turning into a ball of light.,6/22/22,Yes
6/4/22 20:35,Prescott Valley,AZ,USA,Chevron,50 seconds,The craft just popped up hung in the air and then shot off,6/22/22,
6/4/22 19:28,Sydney,New South Wales,Australia,Changing,7:28pm to about 8:18pm,"To the naked eye, it looked like the brightest star in the sky, but when I used my telescope, I saw it changing Colors and shape",6/22/22,
6/4/22 18:29,Chester,NY,USA,Triangle,10+ minutes,Was looking at a passing jetliner,6/22/22,Yes
6/4/22 18:25,Davis,CA,USA,Disk,3 minutes,"Eight foot diameter metallic disk with pointed crown-like prominences along its rim, cruising SW to NE 100 yards above head.",6/22/22,Yes
6/4/22 17:45,New York,NY,USA,Cylinder,10 minutes,Cylinder Object high in sky with top half fire or lights,6/22/22,
6/4/22 15:45,Dothan,AL,USA,,,MADAR Node 195,6/22/22,
6/4/22 15:00,Lafayette,LA,USA,Star,30 minutes,Walking my dog looked up and saw what I thought was a balloon floating by but as I watched it I noticed it zoomed back and forth.,6/22/22,Yes
6/4/22 10:42,ashtabula,OH,USA,Circle,45 minutes,"Faint glowing light, orb like but more cloudy appearance",6/22/22,
6/4/22 06:50,Hanover,MD,USA,,,MADAR Node 77,6/22/22,
6/4/22 06:30,Douglasville Atlanta area,GA,USA,Sphere,Approx 5-7 min,Light in sky strobing,6/22/22,
6/4/22 04:42,Clarkston,MI,USA,,Approx 1.5 minutes,Amazing ive never seen anything like this,6/22/22,
6/4/22 03:38,Cullman,AL,USA,Unknown,Currently Happening,UFO was seemingly bouncing and flashing in mid-air.,6/22/22,
6/4/22 00:00,Odenton,MD,USA,Sphere,1 minute,A bright white sphere moving about 100 ft above tree line above woods,6/22/22,
6/3/22 23:30,Eastlake,OH,USA,Triangle,A few hours,I saw three lights making up a triangle. I took a photo then switched to night vision and the shape was then illuminated,6/22/22,Yes
